ADDRESS,BALANCE
0x0d0707963952f2fba59dd06f2b425ace40b492fe,9052311.1067869104444980621337890625
0x638f275d520e22f59659120b28b14b547849213c,91252.012100000007194466888904571533203125
0x0d0707963952f2fba59dd06f2b425ace40b492fe,9052311.1067869104444980621337890625
0xf2e03129777927edca1faaa10058dbfa56ee0c63,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x6490614d4dcff896cf39ebe79da17939846057f6,0
0x8eae7c4d1020aab98967e8d1cedbcc81f80e15aa,777933.029298500041477382183074951171875
0xfc522a6fd94792dd54e6c766be0cdbb785f19ab1,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0xa8b4adab082c75d9b6bae157a4d221d1f65a8a3e,0
0x0d0707963952f2fba59dd06f2b425ace40b492fe,9052311.1067869104444980621337890625
0xe01a930cae34aac6a53e4373b61a4eb0ceaefd2b,0
0xba4627cd158c48b87b8b754ec27d862c4dc534f3,0
0xba4627cd158c48b87b8b754ec27d862c4dc534f3,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x3b6f9521dadfe6dd63aa3dc36783b9e13aa0a83b,417.44819999999998572093318216502666473388671875
0x4014773ae161f318db6da1a934fc27f97049f3e7,0
0x0d0707963952f2fba59dd06f2b425ace40b492fe,9052311.1067869104444980621337890625
0x7f24ee67f9bd0910fa8ad500f56b913b6a92be4c,59582
0xf890d49ff822a1e7aa03ddd5cbbc2ef51848a681,7350000
0x0863e7210be720de0a971454e221551a965e647e,0
0xe7153060964159b55acce4cced5bb9d066a6d3fe,2141.47460000000000945874489843845367431640625
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x76cc0e458d35af0c96ed7d965ccf64ff7738de01,82108.952040000003762543201446533203125
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x3d9c90b8eaae5162ee53289339f44baece836e0b,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0xb8e75b5723e9138eab5a615fb9a11b0c333de4ad,585.18942379999998593120835721492767333984375
0xddeae2d4bd991965cf67442e4e0ba82e1f7826a2,0
0x783ccf724040d212bda39ee93f9e7c81e0cd717c,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x958bb755dbd5e1a1ddf0c3b66b4c74b1fae68a56,0
0xddeae2d4bd991965cf67442e4e0ba82e1f7826a2,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x05284b558e53508988942ec54dccdce63fe4293e,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x9b8d95e1a8940fdf16b28d6ad5f4f7e0b82edf42,0
0x96a81054a25cb9d5a688dcffff8eff307e241f4a,0
0x9b8d95e1a8940fdf16b28d6ad5f4f7e0b82edf42,0
0x4014773ae161f318db6da1a934fc27f97049f3e7,0
0xf4f1b964ad15f3899ad8cd8839dcce05aca5bf69,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0xf4f1b964ad15f3899ad8cd8839dcce05aca5bf69,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x9b8d95e1a8940fdf16b28d6ad5f4f7e0b82edf42,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x9b8d95e1a8940fdf16b28d6ad5f4f7e0b82edf42,0
0x05284b558e53508988942ec54dccdce63fe4293e,0
0x2b5fa90f2ff9a41c1c9a753a83f8a8fec3811c6e,0
0x9b8d95e1a8940fdf16b28d6ad5f4f7e0b82edf42,0
0x05284b558e53508988942ec54dccdce63fe4293e,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0xa6f93d3e16622f2d30fd849f39e98b4d3ac5ed04,6361.3827339999998002895154058933258056640625
0x23de988e24b35876cd167b61323db1b68c2f511a,25000
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0xe57b6524e9a6f863f307d07393697372a77ebde8,0
0x05284b558e53508988942ec54dccdce63fe4293e,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0xfd3a9966f2b55e9d4672833dc692e209589ec452,45299.605431100004352629184722900390625
0x8ace8e15ce81d1971b3994a41ccabf6807f4c24d,15264.64863999999943189322948455810546875
0x4014773ae161f318db6da1a934fc27f97049f3e7,0
0xf7e44d48bb313fc4bdfeba1e4223cf44842a3cd6,157041.0008032000041566789150238037109375
0x4014773ae161f318db6da1a934fc27f97049f3e7,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x9b8d95e1a8940fdf16b28d6ad5f4f7e0b82edf42,0
0x43f95535eea5cf06515249348f294dc99582d83b,0
0x9e90f3ed2ef6ea634c220a664368c955d5fc9f9d,7563.59000000000014551915228366851806640625
0x4014773ae161f318db6da1a934fc27f97049f3e7,0
0xfd3a9966f2b55e9d4672833dc692e209589ec452,45299.605431100004352629184722900390625
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x348b71fdd5431da66ad3a1978477c1b4676916cf,0
0x54b0c03b70f82d8f8870753a1587a18c0eef00c2,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0xf1b371e018af6aecc27ef23c07d3981c497bd393,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x0d0707963952f2fba59dd06f2b425ace40b492fe,9052311.1067869104444980621337890625
0xf872176625e27a3c6fedaed93fc1735d46c32c5a,0
0xf872176625e27a3c6fedaed93fc1735d46c32c5a,0
0x9661125ee02261044e3a3dd141ddf098894922aa,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x444b0a1f2530d8f5113c6b41b162346e4cedf6c2,207.840000000000003410605131648480892181396484375
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x3f66b604edab6cc3202dca50c3ca70bfa04b74a9,0
0x0d7a7567ca4889f5ec71dafe476edfa78a497241,0
0x1cc9347df80c6898f83819a048d1fffb12fb3749,17080.2355658800006494857370853424072265625
0x0d0707963952f2fba59dd06f2b425ace40b492fe,9052311.1067869104444980621337890625
0x3ced502a66f423a793e3c2ed34eeb447c3270ad9,0
0x8354cda0a510768f5fbe9767887307341691abc2,186686.051689999992959201335906982421875
0xca41439d10f98359653b7566a435ef68e36d19a3,71679.258790000007138587534427642822265625
0xe38c5a130e385a711ad89767aae82a7ac79129c9,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x0d0707963952f2fba59dd06f2b425ace40b492fe,9052311.1067869104444980621337890625
0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,51047.15420499999891035258769989013671875
0x4de06260f23657d75a308791fdda297ad9cd4c4c,3130.21777400000019042636267840862274169921875
0x9661125ee02261044e3a3dd141ddf098894922aa,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x36cedc3a9d969306af4f7ca2b83abbf74095914d,159909.08999999999650754034519195556640625
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x0f44b741aedd8621ee6c1726ea2e1120a7bf142f,0
0x4b55bda53e042e5e16212634e4e67caef9c7162d,249.090000000000003410605131648480892181396484375
0x5bc8d852c5fda1f988c5e0d0244e8761d96a81a3,0
0x0deafb291e7b825227dedb467bed6d7f276b987a,6423.3001439999998183338902890682220458984375
0x1ff0bc02a1fd85aecefe324cf24713b7bb93a0b1,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x0d0707963952f2fba59dd06f2b425ace40b492fe,9052311.1067869104444980621337890625
0x65e405c18f57175d68bbc8c61c160ff8dc07591a,0
0x4014773ae161f318db6da1a934fc27f97049f3e7,0
0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,51047.15420499999891035258769989013671875
0x6202c4787b6d36df5e00a062f332588e93e009db,0
0x44aea9a72c6ad0f92023e5b70e598887de8c18c0,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0xbde05312d75cd401ac7c8e14cbea429132105bd2,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x917c1afb2ac64b03ec77b40a66eb0b0d19585713,0
0x1e92ce723f94db1197f3292a79343d795ce1edbc,0
0x39f9da0a853adeba147af6dc623be2a8cd8e89c3,0
0xae34dc1d0e8be82e06786fa0cb73b7f536891e3b,50166.0201000000015483237802982330322265625
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x917c1afb2ac64b03ec77b40a66eb0b0d19585713,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0xe46f9a422f1d79e14eb3c638bcbcb0423601bf29,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0xedaf723cf74bf137888ec23268197eb5c8a75003,35602.854320819998974911868572235107421875
0x61cb3377451133e27326e5581f648875e3319aa8,0
0x9ba053588e207d5790cfed2134d14055853112ba,1248.607999999999947249307297170162200927734375
0xe5a8654631b3729f73ca3503ba09a5d3e11b46da,1048805.0693751000799238681793212890625
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x4014773ae161f318db6da1a934fc27f97049f3e7,0
0x40aa75c8b85d9b9dbe016d5cddb9ec00a565f8fd,0
0x0d0707963952f2fba59dd06f2b425ace40b492fe,9052311.1067869104444980621337890625
0x82d25919684ee5d548603750c23c06ac379367ce,192529.68186450001667253673076629638671875
0x40aa75c8b85d9b9dbe016d5cddb9ec00a565f8fd,0
0xf0f71834b9a8c2dd7134316fe4ba1c12c70bcd74,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x3aefce1b7531e5c944233ebcaa7610dc489b499e,3025
0x5bc8d852c5fda1f988c5e0d0244e8761d96a81a3,0
0x57198c285eed1cc2fbe409e4f81e24b699c0b47a,0
0x371ce8072de215e4408000e22db7226bf983c2ba,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x60a108cd23effb092236a612ec07d9115cfa13c4,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x266fa4d149b6e8e346dab2eecf82b67d5aca55e5,164.25586670000001277003320865333080291748046875
0x041a393aea6f2c6182ccfe48200e697625967e1d,466154.933599999989382922649383544921875
0xcac3e0251ceb5b7ffe9347f5b5a49e882db568bd,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0xbcc0dbbe935b7a7f56d6fbdf454cef255c5e0db9,0
0x2b13d1463b3821dd8a625e8935ab079251f1376d,1011.4968250000000580257619731128215789794921875
0x0d7a7567ca4889f5ec71dafe476edfa78a497241,0
0x444b0a1f2530d8f5113c6b41b162346e4cedf6c2,207.840000000000003410605131648480892181396484375
0x0d0707963952f2fba59dd06f2b425ace40b492fe,9052311.1067869104444980621337890625
0x0d0707963952f2fba59dd06f2b425ace40b492fe,9052311.1067869104444980621337890625
0x8d76d22dfcd638425c424be752b0d520109649a1,3548.59943599999996877158991992473602294921875
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0xe4aefca45eb02b045ce0126a249a76ff2e2cef4f,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0xe4aefca45eb02b045ce0126a249a76ff2e2cef4f,0
0x1df0fb2118ca245e1e336127fd22f74de30285ed,0
0x3b4bf09f2c9ea609d0d1f232d851eb0f643a4f56,0
0x3b4bf09f2c9ea609d0d1f232d851eb0f643a4f56,0
0xf77974cc0de39b5b64a17d283eb84df90ed2d629,0
0x6c9ef77fb798ca77193f1b65534cd27b74d1595b,0
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x689c56aef474df92d44a1b70850f808488f9769c,68722026.4466823041439056396484375
0x3b4bf09f2c9ea609d0d1f232d851eb0f643a4f56,0
0xb1ee5a9720f253af746cc4a88e061d0244b9cc5a,532.9682249999999612555257044732570648193359375
